Product_Name,Selling Price,MRP,Items Bought Last Month,Ratings
"Whirlpool 9kg 5 Star Turbodry Semi-Automatic Top Loading Washing Machine (Ace 9.0 TRB DRY Grey Dazzle, 10Yr -NH, 10 Min Quick Drying, 10Yr Warranty)","₹14,240","19,900",100+ bought in past month,4.0 out of 5 stars 923
"Samsung 7 kg, 5 star, Eco Bubble Technology with Super Speed, Digital Inverter, Motor, Soft Closing Door, Fully-Automatic Top Load Washing Machine (WA70BG4545BGTL, Light Gray)","₹19,490","24,000",200+ bought in past month,"4.2 out of 5 stars 1,104"
"IFB 6.5 Kg 5 Star Fully Automatic Top Load Washing Machine Aqua Conserve (TL-REW 6.5KG AQUA, White, Hard Water Wash, 4 Years Comprehensive Warranty)","₹16,480","19,990",200+ bought in past month,"4.2 out of 5 stars 3,073"
"IFB 7 Kg 5 Star Fully Automatic Front Load Washing Machine 2X Power Steam (NEO DIVA BXS 7010, White & Black, In-built Heater, 4 years Comprehensive Warranty)","₹28,990","35,490",100+ bought in past month,"4.2 out of 5 stars 2,187"
"IFB 6.5 Kg 5 Star Fully Automatic Front Load Washing Machine 2X Power Steam (ELENA SXS 6510, Silver, In-built Heater, 4 years Comprehensive Warranty)","₹24,990","31,290",100+ bought in past month,"4.1 out of 5 stars 1,770"
"IFB 8.0 Kg Fully-Automatic Top Loading Washing Machine (TL-SBRS 8.0 KG Aqua, Brown, 2X Power Steam, 4 Years Comprehensive Warranty)","₹27,490","32,950",100+ bought in past month,4.1 out of 5 stars 534
"Haier 8 Kg 5 Star Inverter Motor Fully Automatic Front Load Washing Machine Appliance (HW80-IM12929C, 525 Super Drum, Puri Steam, 2023 Model, White)","₹29,990","53,500",100+ bought in past month,4.5 out of 5 stars 140
"IFB 8 Kg 5 Star AI Powered Fully Automatic Front Load Washing Machine, 2X Power Steam (SENATOR NEO SXS 8012, 2023 Model, Silver, In-built Heater, 4 years Comprehensive Warranty",,,100+ bought in past month,4.2 out of 5 stars 684
"Panasonic 8 Kg Wifi Built-In Heater Fully-Automatic Top Load Smart Washing Machine (NA-F80AH1CRB,Charcoal Inox Grey, Compatible with Alexa, 15 Wash Program)","₹26,490","37,500",,3.8 out of 5 stars 14
"Acer 7.5 Kg Halo Wash Series Fully-Automatic Top Load Washing Machine (AiSense, HelixFlow Pulsator, Pro-Foam Tub, 5 Star Energy Rating, CareTec Wash, AR75FATLP1GT, 2023 Model, Grey)","₹14,999","35,999",,3.7 out of 5 stars 14
